Plasmid,Concentration,Replicate,mCherry,GFP
pLac,0.0,2,2.2641130729222483,2.3802416758607894
pLac,0.0,2,2.1919984601892892,2.598269459369164
pLac,0.0,2,1.9230703913756548,2.4194352729887374
pLac,0.0,2,2.1138482578939675,2.664959314961412
pLac,0.0,2,2.3570267067240933,2.095989180894138
pLac,0.0,2,2.8251880571542807,2.2936522173796186
pLac,0.0,2,2.2862095095619166,2.7846182886036264
pLac,0.0,2,2.816722518101224,2.326014697996349
pLac,0.0,2,2.4933432193382843,2.527689439242748
pLac,0.0,2,2.361596004546256,2.6750613293553185
pLac,0.0,2,2.0700121956365702,2.680410136471632
pLac,0.0,2,2.2018847726025945,2.6307133490741803
pLac,0.0,2,1.9830174141310803,2.559417185930975
pLac,0.0,2,2.7395622341135097,2.3143555505711557
pLac,0.0,2,2.2821494692948048,2.398855768172828
pLac,0.0,2,2.7227791479955763,2.37730974228694
pLac,0.0,2,1.7924972645899555,2.2511532132416754
pLac,0.0,2,1.4422172643312718,1.8905328408873745
pLac,0.0,2,2.7105375975646404,2.4480411717673456
pLac,0.0,2,2.4089750275072954,2.5104131946043102
pLac,0.0,2,2.4627643393619434,2.8968284926945063
pLac,0.0,2,1.1439561855484648,1.8268282875275017
pLac,0.0,2,3.0484696506785918,2.5026453614460697
pLac,0.0,2,2.3136337999705403,2.82846103569238
pLac,0.0,2,2.985304542240783,2.9190350539688485
pLac,0.0,2,2.62651127589314,2.161650436763391
pLac,0.0,2,0.998357282079468,1.6714620249042702
pLac,0.0,2,2.603415100566322,2.4455130879996214
pLac,0.0,2,2.8134545367468142,2.6264608066511426
pLac,0.0,2,2.7533915657089234,2.387490579278095
pLac,0.0,2,2.58043829341946,2.327656367164756
pLac,0.0,2,2.3477443158692872,2.663385227506523
pLac,0.0,2,2.3535685516263603,2.1934643864802426
pLac,0.0,2,2.078703022386956,2.6117000584676884
pLac,0.0,2,2.681139255561317,2.087770823110774
pLac,0.0,2,2.312365650426675,2.1093675642266776
pLac,0.0,2,1.593924659604581,2.028863632785272
pLac,0.0,2,2.7110544698835195,1.942684969430297
pLac,0.0,2,2.5187706479193652,1.6714620249042702
pLac,0.0,2,2.548817772627111,2.4326594171712466
pLac,0.0,2,2.7613022275405754,2.4713877730564198
pLac,0.0,2,2.5082845655111425,2.3309221890874143
pLac,0.0,2,2.620849081541912,2.681926984276485
pLac,0.0,2,2.475250178072915,2.5863028863533923
pLac,0.0,2,2.304679597181975,2.2774876715050607
pLac,0.0,2,3.400399740346969,2.428732037618726
pLac,0.0,2,2.2482564303205432,2.37583672001673
pLac,0.0,2,2.2848602909759923,2.690924253784344
pLac,0.0,2,2.5967799772028264,2.206451462177446
pLac,0.0,2,1.5536043333587997,2.1778330827165733
pLac,0.0,2,2.7048118601608158,2.4153925504218328
pLac,0.0,2,2.5171734643415498,2.682683531922079
pLac,0.0,2,2.48567931720834,2.7033757484453
pLac,0.0,2,2.304679597181975,2.4665704475155565
pLac,0.0,2,2.930589828426032,2.6298659877195973
pLac,0.0,2,1.4422172643312718,2.098696245047607
pLac,0.0,2,2.3694806489244398,2.584433857117004
pLac,0.0,2,2.159152475713817,2.474967864376604
pLac,0.0,2,2.429918354886472,1.8643059288668584
pLac,0.0,2,2.273916081517396,2.3577814316148773
pLac,0.0,2,2.8251880571542807,2.43784417338834
pLac,0.0,2,2.0851111045637767,2.3357777480814157
pLac,0.0,2,2.7677125164341843,2.3193886472122194
pLac,0.0,2,2.283506952632269,2.6195736823356164
pLac,0.0,2,2.7376204217491797,2.4913152538651
pLac,0.0,2,2.631484320640692,2.0030063108315392
pLac,0.0,2,2.6619395521399563,2.2149096932571144
pLac,0.0,2,2.7000715159025668,2.388926718300578
pLac,0.0,2,2.8473827896787864,2.724557018649892
pLac,0.0,2,2.759916448517304,2.5524421932031904
pLac,0.0,2,2.746769189055008,2.282939371792709
pLac,0.0,2,2.7571318238819265,2.412677477156153
pLac,0.0,2,2.271137276407406,2.6063748995523333
pLac,0.0,2,2.660783833197732,2.414037021982208
pLac,0.0,2,2.140835077084402,2.321054151919609
pLac,0.0,2,2.6400551008137234,2.3421729184062547
pLac,0.0,2,1.4511714671198366,2.053341224947355
pLac,0.0,2,3.015419465341084,2.6009872128807787
pLac,0.0,2,2.2848602909759923,2.6894369071234947
pLac,0.0,2,3.001423335416884,2.090526663485585
pLac,0.0,2,0.6911420005080962,2.0443144542954927
pLac,0.0,2,2.7346916580313265,2.610816812683693
pLac,0.0,2,2.594769914967588,2.7520089500347265
pLac,0.0,2,2.9891827241625912,2.666528020910226
pLac,0.0,2,2.4690512243919316,2.2021631501874506
pLac,0.0,2,2.4734878776866767,2.4970152780118067
pLac,0.0,2,2.908980890233063,2.3389864747457283
pLac,0.0,2,2.5413054239139994,2.4832143566895684
pLac,0.0,2,2.214732569653984,2.788236015962912
pLac,0.0,2,2.6460771766529323,2.604586023824127
pLac,0.0,2,1.2930867249398683,2.161650436763391
pLac,0.0,2,2.3683628224474043,2.6195736823356164
pLac,0.0,2,2.9577559195435907,2.535047952735768
pLac,0.0,2,2.1197710805067653,2.446778870990209
pLac,0.0,2,2.7227791479955763,2.3075577070804103
pLac,0.0,3,2.5413054239139994,2.3846047455950847
pLac,0.0,3,1.812555798935393,2.538165831389981
pLac,0.0,3,1.907517288082612,1.9272601205826425
pLac,0.0,3,2.569910055801071,2.50264536144607
pLac,0.0,3,2.2194560740040563,2.3058423927721123
pLac,0.0,3,1.7067368680053523,1.7806484039595374
pLac,0.0,3,2.5352024983913832,2.5255651482119092
pLac,0.0,3,1.5245304394234362,2.1823537699549287
pLac,0.0,3,2.208355222747325,2.5544458908986134
pLac,0.0,3,2.2555343929196443,2.420774970416661
pLac,0.0,3,1.4422172643312718,1.9193487859242184
pLac,0.0,3,1.3843240531264809,1.64321642927971
pLac,0.0,3,1.9351314883548318,2.566287736332632
pLac,0.0,3,1.9468730481953391,2.621305178892596
pLac,0.0,3,2.7095020411047455,2.727308727305203
pLac,0.0,3,2.031048074643793,1.9539225770526647
pLac,0.0,3,1.066679632419684,2.1448761286155715
pLac,0.0,3,1.7017287021405445,2.4339611089466566
pLac,0.0,3,2.06781259825252,2.314355550571156
pLac,0.0,3,1.907517288082612,1.2711243083360255
pLac,0.0,3,2.4405060409608823,2.5484083558554045
pLac,0.0,3,2.0139521495767245,2.634926840969529
pLac,0.0,3,1.5674560220357685,2.446778870990209
pLac,0.0,3,2.4813636262142853,2.383154993857904
pLac,0.0,3,2.46004241905768,2.5900182592288044
pLac,0.0,3,2.396547541500405,2.087770823110774
pLac,0.0,3,1.7924972645899555,2.124923157068123
pLac,0.0,3,1.2533690064867242,2.3243671341324683
pLac,0.0,3,2.2766775730875413,2.279312111455849
pLac,0.0,3,2.06781259825252,2.208580681975444
pLac,0.0,3,2.407952609607061,2.47138777305642
pLac,0.0,3,1.3843240531264809,1.8643059288668584
pLac,0.0,3,2.3465702278629585,2.398855768172828
pLac,0.0,3,2.45362550088514,2.5453595337207133
pLac,0.0,3,2.9148905506274025,2.2273116926326435
pLac,0.0,3,1.6367514089099569,2.5524421932031904
pLac,0.0,3,2.4069278277326998,2.61433964029982
pLac,0.0,3,1.3632144462618767,1.9756043762915487
pLac,0.0,3,2.1313844426304707,2.2211525928667477
pLac,0.0,3,1.4769972938969185,2.5825571835679906
pLac,0.0,3,1.8354859791678109,2.5955355125931305
pLac,0.0,3,1.0872981389978005,2.4260949841356076
pLac,0.0,3,1.985679391882028,2.0443144542954927
pLac,0.0,3,2.2766775730875413,2.2413693448429046
pLac,0.0,3,1.3522702368032804,2.2149096932571144
pLac,0.0,3,2.008943983711916,2.1800989937070843
pLac,0.0,3,2.1313844426304707,2.6834388342211923
pLac,0.0,3,2.06781259825252,2.4629239697036414
pLac,0.0,3,2.3912647857157365,2.2170001116476983
pLac,0.0,3,2.314898331393815,2.1325075618636937
pLac,0.0,3,1.3738949139910557,2.3437578804074257
pLac,0.0,3,1.5319796561710242,2.247264664180092
pLac,0.0,3,1.9043400847766208,2.50264536144607
pLac,0.0,3,2.3986431386110336,2.396040752944139
pLac,0.0,3,2.840878827155437,2.5071002123914514
pLac,0.0,3,2.545077514454108,2.1350080914477667
pLac,0.0,3,2.3033855292168166,1.9756043762915487
pLac,0.0,3,1.726222114024336,2.3531543734829747
pLac,0.0,3,1.2930867249398683,2.0193370751622166
pLac,0.0,3,2.3683628224474043,1.9112986488619208
pLac,0.0,3,1.5808878973134044,2.529803940879268
pLac,0.0,3,2.3783231958456272,2.1800989937070843
pLac,0.0,3,2.932474528487274,2.090526663485585
pLac,0.0,3,0.6911420005080962,2.513702427636598
pLac,0.0,3,2.278051893454456,2.095989180894138
pLac,0.0,3,2.4140520356352893,2.1663325798709936
pLac,0.0,3,1.3632144462618767,2.5255651482119092
pLac,0.0,3,1.5014007761946842,2.404434512189628
pLac,0.0,3,2.078703022386956,2.1424289439182758
pLac,0.0,3,1.4330784258544678,1.5462580877787888
pLac,0.0,3,2.095589558632573,2.0096085260766863
pLac,0.0,3,1.6189012933635818,2.3160393911511177
pLac,0.0,3,2.2807878154950685,2.282939371792709
pLac,0.0,3,2.2584124417547,2.400256825881549
pLac,0.0,3,1.8279736304547,2.30239240627018
pLac,0.0,3,1.6127878452222115,2.0096085260766863
pLac,0.0,3,2.3794162123384304,2.1912636818150983
pLac,0.0,3,2.335861084950953,2.08220898479348
pLac,0.0,3,2.746769189055008,2.387490579278095
pLac,0.0,3,2.2018847726025945,2.1823537699549287
pLac,0.0,3,2.348915301922184,2.3437578804074257
pLac,0.0,3,0.8186478627117242,2.3668978780444423
pLac,0.0,3,2.537500954518398,1.6915606849886164
pLac,0.0,3,2.1662725961153053,2.3562442575035143
pLac,0.0,3,1.6065888915412287,2.2626249618310585
pLac,0.0,3,1.3177162811844934,2.5672608990369814
pLac,0.0,3,2.4545479111310966,2.522360156999019
pLac,0.0,3,2.8869594198556627,2.738153451731609
pLac,0.0,3,1.8712487540655964,2.4313540221425542
pLac,0.0,3,2.016435169870378,2.0193370751622166
pLac,0.0,3,2.8466225528488107,2.7154982604039484
pLac,0.0,3,1.16133951014784,-0.2578445459685011
pLac,0.0,3,1.3738949139910557,2.4936037675522518
pLac,0.0,3,1.775770073290584,1.6782598683950165
pLac,0.0,3,2.4499165423105547,2.087770823110774
pLac,0.0,3,2.1767427986651486,2.40304617211954
pLac,0.0,3,2.900976736574405,2.405818664198844
pLac,0.0,3,1.6127878452222115,2.3516015935134313
pLac,0.0,3,2.1555490577905716,2.225267831600235
pLac,0.0,3,2.5203620965348232,2.532957534345184
pLac,0.0,3,2.3297978171621083,2.0794025782278087
pLac,0.0,3,1.8203317521247653,1.9031047517786768
pLac,0.0,3,2.4308913914204444,2.416744086135677
pLac,0.0,3,1.2930867249398683,2.5234309767221297
pLac,0.0,3,2.1332907593895105,1.986072800909231
pLac,0.0,3,1.2802389278884794,1.7860150855248549
pLac,0.0,3,2.2540883297667107,2.329292183667736
pLac,0.0,3,2.3717078795570323,2.0849983310314704
pLac,0.0,3,2.5123470867419577,2.3437578804074257
pLac,0.0,3,2.099712546161326,2.282939371792709
pLac,0.0,3,2.181886585178512,2.3577814316148773
pLac,0.0,3,2.242346769926203,2.0443144542954927
pLac,0.0,3,2.191998460189289,2.0443144542954927
pLac,0.0,3,2.358173455004712,2.321054151919609
pLac,0.0,3,1.404473793967396,2.5048781933125013
pLac,0.0,3,2.35931724393164,1.9112986488619208
pLac,0.0,3,0.5797549314805684,2.37583672001673
pLac,0.0,3,2.3297978171621083,2.372876412696274
pLac,0.0,3,1.8203317521247653,2.5937037894296195
pLac,0.0,3,1.9909558585230718,2.3075577070804103
pLac,0.0,3,1.775770073290584,2.3946267424472865
pLac,0.0,3,2.469942115070196,2.154536402119829
pLac,0.0,3,2.3007860029191507,2.2865381827360567
pLac,0.0,3,2.3072564530638813,2.37730974228694
pLac,0.0,3,2.3110938619982138,2.4878609386064916
pLac,0.0,3,2.3859183039583267,1.96126427036778
pLac,0.0,3,1.6308808864875806,2.653019889150172
pLac,0.0,3,2.3110938619982138,2.1093675642266776
pLac,0.0,3,2.4308913914204444,2.30239240627018
pLac,0.0,3,1.846521021286467,2.1823537699549287
pLac,0.0,3,2.162726833498824,2.3802416758607894
pLac,0.0,3,1.9410411487491712,2.30239240627018
pLac,0.0,3,2.054380722974884,2.602790146607519
pLac,0.0,3,1.8086160577660557,2.2353972946851504
pLac,0.0,3,2.054380722974884,2.372876412696274
pLac,0.0,3,2.3199206850005285,2.544338741212706
pLac,0.0,3,1.3295361273385853,2.4300449027292768
pLac,0.0,3,1.4142152402368375,2.161650436763391
pLac,0.0,3,2.350083202369257,2.566287736332632
pLac,0.0,3,2.348915301922184,2.4016536185678192
pLac,0.0,3,1.8428731162229923,2.50264536144607
pLac,0.0,3,2.2669361268180994,2.458016478612577
pLac,0.0,3,1.7671636288275951,2.0161170897156087
pLac,0.0,3,1.7165865614271718,2.2433428792535035
pLac,0.0,3,2.2955407587051706,2.4480411717673456
pLac,0.0,3,2.441456133421608,1.613117375772772
pLac,0.0,3,1.78421257546829,2.317717075079019
pLac,0.0,3,2.559852814745766,2.087770823110774
pLac,0.0,3,2.3661186760671145,2.2170001116476983
pLac,0.0,3,2.372817311833952,2.2971682962177264
pLac,0.0,3,2.425020868998068,2.436553466368199
pLac,0.0,3,1.3632144462618767,2.6931462728632933
pLac,0.0,3,2.46726405276396,2.2170001116476983
pLac,0.0,3,1.0450549552319086,2.3126655079861105
pLac,0.0,3,2.298171140094444,2.104062926612925
pLac,0.0,3,2.271137276407406,2.6497828666025813
pLac,0.0,3,1.846521021286467,2.195654586548528
pLac,0.0,3,2.5465774074699805,2.3243671341324683
pLac,0.0,3,1.5245304394234362,2.5604050141770966
pLac,0.0,3,1.6308808864875806,1.8412434848585413
pLac,0.0,3,2.0139521495767245,2.584433857117004
pLac,0.0,3,2.4770054990334014,2.129993330679276
pLac,0.0,3,1.796582251693153,2.1374950679594256
pLac,0.0,3,2.1236761098490726,2.1399686375245066
pLac,0.0,3,1.839194937742396,2.282939371792709
pLac,0.0,3,1.6308808864875806,2.4339611089466566
pLac,0.0,3,1.5393057397150949,2.3276563671647557
pLac,0.0,3,1.423747176711213,2.2393872854191974
pLac,0.0,3,1.6189012933635818,2.412677477156153
pLac,0.0,3,2.562749674491016,2.4958809238046427
pLac,0.0,3,1.6539103761452865,2.090526663485585
pLac,0.0,3,2.383761521292549,2.4113138920720774
pLac,0.0,3,3.329726385614664,1.923321503754836
pLac,0.0,3,2.3297978171621083,2.604586023824127
pLac,0.0,3,2.3334457222255827,2.37730974228694
pLac,0.0,3,2.2794219655290706,2.0443144542954927
pLac,0.0,3,2.17501485120084,2.3484801798221566
pLac,0.0,3,1.7448866807888963,2.173267412777029
pLac,0.0,3,1.0872981389978005,2.4016536185678192
pLac,0.0,3,1.341048929515584,2.4785202385827976
pLac,0.0,3,1.5742228399369165,2.2607328105183666
pLac,0.0,3,2.200252292071188,2.640761474176752
pLac,0.0,3,1.955479492658328,2.540232708952861
pLac,0.0,3,2.3604580887396707,2.588164333300233
pLac,0.0,3,1.6249315627558651,2.1146115760831767
pLac,0.0,3,1.8780676264577558,2.006319293044398
pLac,0.0,3,1.670429727833249,2.5244993032655163
pLac,0.0,3,1.8643233324901105,2.4260949841356076
pLac,0.0,3,2.3902006364333275,2.253085199435334
pLac,0.0,3,2.4471143119230447,2.249213057948912
pLac,0.0,3,1.5874542094598512,2.065107152769833
pLac,0.0,3,1.5674560220357685,1.5639081885295196
pLac,0.0,3,1.7356526392265137,2.416744086135677
pLac,0.0,3,2.269741313164561,2.391785581400015
pLac,0.0,3,1.8241691610590989,2.5909424207559257
pLac,0.0,3,0.9461537249153522,2.206451462177446
pLac,0.0,3,1.726222114024336,2.4689854322645512
pLac,0.0,3,0.9730236463171076,2.576880665276317
pLac,0.0,3,2.5082845655111425,1.894761866612916
pLac,0.0,3,1.9583115659569768,2.4016536185678192
pLac,0.0,3,1.711689075538768,2.2847423055194493
pLac,0.0,3,2.173280140715523,2.300657636555019
pLac,0.0,3,3.634311666489552,2.1399686375245066
pLac,0.0,3,2.162726833498824,2.5392004339548166
pLac,0.0,3,1.907517288082612,2.047343152045053
pLac,0.0,3,1.6482642110869556,2.3058423927721123
pLac,0.0,3,2.0566478274740154,2.5937037894296195
pLac,0.0,3,2.151916103325443,1.5809044294715584
pLac,0.0,3,2.125615797685432,2.2273116926326435
pLac,0.0,3,1.881438121508288,2.420774970416661
pLac,0.0,3,2.5033598708094944,2.4785202385827976
pLac,0.0,3,1.7671636288275951,2.068002090089432
pLac,0.0,3,2.6920565061097013,2.1197963323002704
pLac,0.0,3,1.5319796561710242,2.474967864376604
pLac,0.0,3,2.4099950923147717,2.247264664180092
pLac,0.0,3,2.335861084950953,2.047343152045053
pLac,0.0,3,1.6811101955624277,2.1374950679594256
pLac,0.0,3,2.095589558632573,2.304120641997301
pLac,0.0,3,1.969462291516169,1.831683846521504
pLac,0.0,3,1.4852819830185835,2.1639974804644133
pLac,0.0,3,2.2256767791125807,2.414037021982208
pLac,0.0,3,2.243831588612069,1.845949639376344
pLac,0.0,3,1.6915393346978531,2.3638791431884147
pLac,0.0,3,1.8979165235992144,2.655432757338357
pLac,0.0,3,2.298171140094444,2.1274652469115516
pLac,0.0,3,1.670429727833249,2.5484083558554045
pLac,0.0,3,1.509245546706329,2.529803940879268
pLac,0.0,3,0.7378396736605367,2.0932660509840075
pLac,0.0,3,2.308539284533122,2.4113138920720774
pLac,0.0,3,1.985679391882028,2.6178356270639034
pLac,0.0,3,3.201409667539893,2.453055932535837
pLac,0.0,3,2.214732569653984,2.4339611089466566
pLac,0.0,3,1.6758021325597086,1.9684903416479869
pLac,0.0,3,1.2930867249398683,2.7062570517473628
pLac,0.0,3,1.7671636288275951,2.3638791431884147
pLac,0.0,3,2.17501485120084,2.3058423927721123
pLac,0.0,3,1.2670075583655445,1.5462580877787888
pLac,0.0,3,1.75393225930466,2.57497277877242
pLac,0.0,3,2.3465702278629585,1.9648915307046395
pLac,0.0,3,2.4804954222868947,2.500401611042998
pLac,0.0,3,1.7583867486912086,2.632403391659226
pLac,0.0,3,1.0223208457672135,2.237396627012288
pLac,0.0,3,1.6367514089099569,2.2774876715050607
pLac,0.0,3,1.969462291516169,2.5082071997633646
pLac,0.0,3,2.3805065399810568,2.229346489949991
pLac,0.0,3,2.0851111045637767,2.2170001116476983
pLac,0.0,3,1.9776450094046207,2.1093675642266776
pLac,0.0,3,1.5169538794877269,2.527689439242748
pLac,0.0,3,1.493414650885729,2.3683998304267706
pLac,0.0,3,2.3322330868228818,2.412677477156153
pLac,0.0,3,2.06560203026258,2.2865381827360567
pLac,0.0,3,1.6308808864875806,2.529803940879268
pLac,0.0,3,2.348915301922184,2.0319956998481854
pLac,0.0,3,1.341048929515584,1.6504425005599177
pLac,0.0,3,1.6367514089099569,2.5180517117937287
pLac,0.0,3,2.4848195342748842,2.50599054790116
pLac,0.0,3,1.4422172643312718,2.2719704181407345
pLac,0.0,3,1.5808878973134044,2.2847423055194493
pLac,0.0,3,1.8164608282777008,1.898952270559628
pLac,0.0,3,1.4599483472562231,1.613117375772772
pLac,0.0,3,2.4279658496882868,2.650594265652401
pLac,0.0,3,2.140835077084402,2.588164333300233
pLac,0.0,3,1.8847831786179168,2.3341649308036785
pLac,0.0,3,2.48309494858456,2.1424289439182758
pLac,0.0,3,1.839194937742396,2.124923157068123
pLac,0.0,3,1.95262920654452,2.1845975203580013
pLac,0.0,3,1.95262920654452,2.405818664198844
pLac,0.0,3,2.2626947742296992,2.3817006470203705
pLac,0.0,3,1.4511714671198366,2.6673103672943066
pLac,0.0,3,2.2363572468417594,2.5730569261222347
pLac,0.0,3,1.5742228399369165,2.37583672001673
pLac,0.0,3,1.5742228399369165,1.64321642927971
pLac,0.0,3,2.42106353946534,2.5937037894296195
pLac,0.0,3,2.2766775730875413,2.2865381827360567
pLac,0.0,3,2.598780964634096,2.1399686375245066
pLac,0.0,3,2.553264812909663,2.5524421932031904
pLac,0.0,3,2.3880646421150686,2.2043123159109492
pLac,0.0,3,2.305969897840596,2.3109692175399648
pLac,0.0,3,3.0470196451436267,2.424770752211852
pLac,0.0,3,1.9611256577166585,2.4221107677009948
pLac,0.0,3,0.4306243920891649,1.9311652168608413
pLac,0.0,3,1.5742228399369165,2.1325075618636937
pLac,0.0,3,2.343029186685043,2.0030063108315392
pLac,0.0,3,2.566344324877824,1.9826097954669493
pLac,0.0,3,1.9439666904813289,2.3817006470203705
pLac,0.0,3,2.164503260579137,2.559417185930975
pLac,0.0,3,2.1662725961153053,2.2313723035854727
pLac,0.0,3,2.269741313164561,1.95760810725348
pLac,0.0,3,2.099712546161326,1.7752182098959377
pLac,0.0,3,2.140835077084402,2.5037631355508614
pLac,0.0,3,2.3174166220505388,2.4260949841356076
pLac,0.0,3,2.2241297689444046,2.388926718300578
pLac,0.0,3,1.1439561855484648,2.3193886472122194
pLac,0.0,3,2.35931724393164,2.527689439242748
pLac,0.0,3,2.146410219313768,2.3500435409362552
pLac,0.0,3,2.528234736255344,2.335777748081416
pLac,0.0,3,1.0450549552319086,2.5071002123914514
pLac,0.0,3,1.6249315627558651,2.4180916525759244
pLac,0.0,3,2.13896100256618,1.6284136603037818
pLac,0.0,3,1.4769972938969185,1.9895098659923405
pLac,0.0,3,1.9106718776503289,2.6108168126836935
pLac,0.0,3,1.066679632419684,2.028863632785272
pLac,0.0,3,1.4422172643312718,2.038196416415444
pLac,0.0,3,2.3334457222255827,2.111997061641207
pLac,0.0,3,1.8979165235992144,2.387490579278095
pLac,0.0,3,2.4130412758740687,2.5554444681003576
pLac,0.0,3,1.9909558585230718,2.1325075618636937
pLac,0.0,3,1.404473793967396,2.1912636818150983
pLac,0.0,3,2.261271922403524,2.124923157068123
pLac,0.0,3,1.8501391472009927,2.090526663485585
pLac,0.0,3,2.3880646421150686,2.1223669050912304
pLac,0.0,3,1.3843240531264809,1.9648915307046395
pLac,0.0,3,1.6811101955624277,2.4958809238046427
pLac,0.0,3,1.3522702368032804,2.390358376382792
pLac,0.0,3,1.8241691610590989,2.3500435409362552
pLac,0.0,3,2.1197710805067653,2.1146115760831767
pLac,0.0,3,0.9730236463171076,2.253085199435334
pLac,0.0,3,2.146410219313768,2.041265632160801
pLac,0.0,3,1.9200031267935835,2.0225346215036017
pLac,0.0,3,2.4190715452663527,2.223214825745292
pLac,0.0,3,1.7402937074258396,2.3683998304267706
pLac,0.0,3,2.1217278958849377,2.6879447235544243
pLac,0.0,3,2.2018847726025945,2.5604050141770966
pLac,0.0,3,2.1058259943026973,2.2756559483415497
pLac,0.0,3,1.775770073290584,2.345337386418453
pLac,0.0,3,1.60030200651124,2.233389212516895
pLac,0.0,3,2.8060122692221463,2.788236015962912
pLac,0.0,3,2.008943983711916,2.147310330839621
pLac,0.0,3,2.375027879823892,2.195654586548528
pLac,0.0,3,2.125615797685432,2.065107152769833
pLac,0.0,3,1.6539103761452865,2.1274652469115516
pLac,0.0,3,2.151916103325443,2.1778330827165733
pLac,0.0,3,2.383761521292549,1.831683846521504
pLac,0.0,3,1.493414650885729,2.372876412696274
pLac,0.0,3,2.0213598645720268,2.068002090089432
pLac,0.0,3,1.7356526392265137,2.047343152045053
pLac,0.0,3,1.711689075538768,1.9648915307046395
pLac,0.0,3,1.60030200651124,2.300657636555019
pLac,0.0,3,2.3627310063527083,2.1424289439182758
pLac,0.0,3,1.8203317521247653,2.6238902338601817
pLac,0.0,3,2.3261196386815115,2.065107152769833
pLac,0.0,3,2.5367361260918373,2.197834381826666
pLac,0.0,3,1.929141965270388,2.1223669050912304
pLac,0.0,3,2.087226707450356,2.4832143566895684
pLac,0.0,3,1.6863554397764071,2.3683998304267706
pLac,0.0,3,2.600109955024771,2.4480411717673456
pLac,0.0,3,2.2739160815173958,2.2865381827360567
pLac,0.0,3,2.2099581827701784,2.37583672001673
pLac,0.0,3,1.6249315627558651,2.1424289439182758
pLac,0.0,3,1.839194937742396,2.173267412777029
pLac,0.0,3,2.985304542240783,2.37730974228694
pLac,0.0,3,1.87467130360714,2.237396627012288
pLac,0.0,3,2.246786385977184,2.5494201446735425
pLac,0.0,3,1.5319796561710242,2.0319956998481854
pLac,0.0,3,1.423747176711213,1.8687825111363616
pLac,0.0,3,1.468554791719212,2.7546013074562694
pLac,0.0,3,1.6811101955624277,1.923321503754836
pLac,0.0,3,0.7800828574264288,2.098696245047607
pLac,0.0,3,2.448050358655774,2.456781360657907
pLac,0.0,3,2.6246319036219106,2.1639974804644133
pLac,0.0,3,1.762796914065199,2.618705477643089
pLac,0.0,3,1.1941854946233121,2.321054151919609
pLac,0.0,3,2.269741313164561,2.3802416758607894
pLac,0.0,3,1.209738597916355,2.3276563671647557
pLac,0.0,3,1.3738949139910557,2.4016536185678192
pLac,0.0,3,1.721430521808209,2.4629239697036414
pLac,0.0,3,0.9983572820794681,2.1592913259466107
pLac,0.0,3,1.955479492658328,2.2719704181407345
pLac,0.0,3,2.2131468149634514,1.9272601205826425
pLac,0.0,3,2.314898331393815,2.0592619011988704
pLac,0.0,3,2.343029186685043,2.041265632160801
pLac,0.0,3,2.298171140094444,2.337384916250288
pLac,0.0,3,2.256975753419876,1.996307709483086
pLac,0.0,3,1.8780676264577558,2.2107000670049133
pLac,0.0,3,1.341048929515584,2.461702008813392
pLac,0.0,3,1.75393225930466,2.161650436763391
pLac,0.0,3,1.9468730481953391,2.2774876715050607
pLac,0.0,3,2.3199206850005285,2.6000830824540504
pLac,0.0,3,1.6482642110869556,2.1868303522244315
pLac,0.0,3,2.1427012607391824,2.1934643864802426
pLac,0.0,3,2.0976558465857806,2.249213057948912
pLac,0.0,3,2.572742129099721,2.101387431900668
pLac,0.0,3,2.354724270568583,1.8552195716889592
pLac,0.0,3,2.2821494692948048,2.329292183667736
pLac,0.0,3,2.370595663256424,1.9350373583472644
pLac,0.0,3,1.5605842880580958,2.359313473248871
pLac,0.0,3,1.493414650885729,1.6645619543788797
pLac,0.0,3,2.7735830388565605,2.161650436763391
pLac,0.0,3,1.9043400847766208,2.383154993857904
pLac,0.0,3,2.1138482578939675,2.50264536144607
pLac,0.0,3,2.4796255143271506,2.66887106962587
pLac,0.0,3,1.8979165235992144,2.786430717726826
pLac,0.0,3,0.5114325811403524,2.37583672001673
pLac,0.0,3,1.6367514089099569,2.378778050877828
pLac,0.0,3,1.972206683957699,2.480873300370936
pLac,0.0,3,1.1439561855484648,2.161650436763391
pLac,0.0,3,2.46726405276396,2.424770752211852
pLac,0.0,3,2.252637533174395,1.7585310602711466
pLac,0.0,3,1.6308808864875806,2.2043123159109492
pLac,0.0,3,1.2533690064867242,1.613117375772772
pLac,0.0,3,1.5874542094598512,2.4099462426449305
pLac,0.0,3,2.668811286117628,2.5863028863533923
pLac,0.0,3,1.9106718776503289,2.37583672001673
pLac,0.0,3,2.399687233235708,2.4274154053147474
pLac,0.0,3,2.0743789103989667,2.0592619011988704
pLac,0.0,3,2.4150604955998443,2.095989180894138
pLac,0.0,3,1.5465126946565917,2.1639974804644133
pLac,0.0,3,2.351248033429226,2.2273116926326435
pLac,0.0,3,2.1332907593895105,2.2626249618310585
pLac,0.0,3,2.611248317058514,2.4260949841356076
pLac,0.0,3,2.7069025148070787,2.681169187170957
pLac,0.0,3,2.1275470336961373,2.6750613293553185
pLac,0.0,3,1.4852819830185835,1.613117375772772
pLac,0.0,3,1.3295361273385853,1.9720611459966968
pLac,0.0,3,2.0765462397211767,2.372876412696274
pLac,0.0,3,1.7017287021405445,2.3109692175399648
pLac,0.0,3,2.544325660222569,2.101387431900668
pLac,0.0,3,0.3317231617726086,2.1823537699549287
pLac,0.0,3,1.7067368680053523,2.1067229111237817
